inf_rate,clinical_rate,density,percentage
0.014019090273634648,0.009356615257583323,5.671781194229066e-09,1.0847706210177083e-05
0.014125813138114784,0.00943184392134205,5.930946029144002e-09,1.1440800813091482e-05
0.014233394071273225,0.009507677435433425,6.201468981992273e-09,1.2060947711290708e-05
0.014341839972117574,0.009584120662949587,6.483824970402148e-09,1.2709330208330924e-05
0.014451157795124592,0.009661178506082738,6.778507726846389e-09,1.3387180981015562e-05
0.014561354550686112,0.009738855906439463,7.086030498190305e-09,1.4095784030834592e-05
0.014672437305558636,0.009817157845357654,7.40692676931333e-09,1.4836476707765925e-05
0.01478441318331647,0.009896089344225922,7.741751011553237e-09,1.5610651808921247e-05
0.014897289364808615,0.00997565546480566,8.091079456744476e-09,1.6419759754595696e-05
0.015011073088619223,0.010055861309555611,8.455510897640389e-09,1.7265310844359735e-05
0.015125771651531807,0.010136712021959099,8.835667515532813e-09,1.8148877595913017e-05
0.01524139240899718,0.010218212786853866,9.232195735901631e-09,1.9072097169503177e-05
0.0153579427756051,0.010300368830764545,9.645767112950769e-09,2.0036673880798256e-05
0.015475430225559847,0.010383185422237881,1.0077079243910441e-08,2.10443818051893e-05
0.015593862293159453,0.010466667872180552,1.052685671400418e-08,2.2097067476589714e-05
0.015713246573278914,0.010550821534199773,1.0995852073009041e-08,2.319665268389062e-05
0.01583359072185722,0.010635651804946605,1.1484846844355091e-08,2.4345137368326127e-05
0.015954663535015474,0.010721164124462014,1.1994652567739259e-08,2.5544602625100054e-05
0.0160759433740075,0.010807363976525782,1.2526111876251529e-08,2.6797213812725203e-05
0.01619819832205094,0.010894256889008134,1.3080099609036085e-08,2.810522377362881e-05
0.016321436219176495,0.010981848434224247,1.3657523960537381e-08,2.9470976169682547e-05
0.016445664968449982,0.0110701442292916,1.4259327667409025e-08,3.089690893642345e-05
0.016570892536479063,0.011159149936490155,1.4886489234183772e-08,3.2385557859841826e-05
0.01669712695392422,0.011248871263625525,1.5540024198838437e-08,3.393956027972567e-05
0.016824376316013714,0.011339313964394976,1.6220986439410172e-08,3.556165892366669e-05
0.016952648783062702,0.011430483838756405,1.693046952285062e-08,3.725470587595175e-05
0.017081952580996592,0.011522386733300298,1.766960809733116e-08,3.9021666685684866e-05
0.017212296001878475,0.01161502854162462,1.8439579329246226e-08,4.086562461860949e-05
0.017343687404440995,0.011708415204712825,1.9241604386187573e-08,4.278978505722824e-05
0.0174761352146223,0.011802552711314801,2.0076949967193606e-08,4.479748005394761e-05
0.017609647926106416,0.011897447098330932,2.094692988160956e-08,4.689217304210856e-05
0.017744234100867947,0.011993104451199244,2.1852906677925553e-08,4.9077463709901116e-05
0.01787990236972107,0.012089530904285611,2.2796293323989767e-08,5.13570930423001e-05
0.01801666143287313,0.012186732641277216,2.3778554940030214e-08,5.3734948536303116e-05
0.01815452006048248,0.012284715895579041,2.4801210585945942e-08,5.621506959489771e-05
0.018293487093220966,0.012383486950713653,2.5865835104367322e-08,5.880165310533445e-05
0.01843357144284077,0.012483052140724088,2.6974061021013888e-08,6.149905920743584e-05
0.018574782092746014,0.012583417850580125,2.8127580503920137e-08,6.431181725782785e-05
0.018716148909834238,0.012684590516587699,2.9328147383121016e-08,6.724463199613996e-05
0.018858457585366115,0.012786576626801658,3.057757923244415e-08,7.030238991938437e-05
0.01900191044511493,0.01288938272144185,3.18777595150698e-08,7.349016587089135e-05
0.019146516688502382,0.012993015393312482,3.323063979457404e-08,7.681322985034874e-05
0.019292285588915024,0.01309748128822499,3.463824201319573e-08,8.027705405166831e-05
0.019439226494298877,0.013202787105424166,3.610266083911124e-08,8.388732013557944e-05
0.019587348827758932,0.01330893959801779,3.762606608453756e-08,8.76499267440332e-05
0.019736662088163444,0.013415945573409707,3.921070519652015e-08,9.157099726368521e-05
0.01988717585075302,0.013523811893736326,4.085890582230375e-08,9.565688784591558e-05
0.020038899767754765,0.013632545476306754,4.257307845122342e-08,9.991419569103792e-05
0.020191843569001187,0.01374215329404634,4.435571913508795e-08,0.00010434976760454671
0.020346017062554202,0.013852642375943858,4.620941228907796e-08,0.00010897070883345449
0.020501430135334092,0.013964019807502271,4.8136833575206045e-08,0.0001137843921909751
0.020658092753753493,0.014076292731193065,5.014075287044689e-08,0.00011879846747801978
0.020816014964356627,0.014189468346914369,5.222403732166685e-08,0.00012402087121018645
0.020975206894463496,0.014303553912452608,5.438965448954159e-08,0.00012945983665914063
0.021135678752819353,0.014418556743947963,5.664067558367123e-08,0.00013512390421750774
0.021297440830249398,0.014534484216363544,5.898027879118023e-08,0.00014102193209662578
0.02146050350031863,0.014651343763958295,6.14117527010821e-08,0.000147163107366734
0.02162487721999721,0.014769142880763812,6.393849982678538e-08,0.00015355695734941253
0.021789983089851687,0.014887889121064873,6.656404022911785e-08,0.00016021336137232432
0.02195563507867168,0.015007590099883903,6.929201524231781e-08,0.00016714256289655611
0.02212261893563256,0.015128253493469319,7.212619130546654e-08,0.00017435518202710276
0.022290945369164396,0.015249887039787748,7.507046390189292e-08,0.00018186222841729205
