,,2019,2019,2019,2015,2015,2015,2010,2010,2010,2005,2005,2005,2000,2000,2000
Indicator,Age Group,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female
Tx - person-years lived above age x,45-49 years,2576331.908,2408433.75,2737766.367,2435879.88,2266090.782,2597507.163,2144702.247,2020846.957,2255050.145,1811943.877,1706214.423,1904631.117,1606813.381,1491771.038,1715783.28
Tx - person-years lived above age x,50-54 years,2150627.904,1990860.41,2303739.469,2025030.13,1863419.827,2178276.944,1766934.735,1644312.137,1876037.815,1474713.67,1366519.761,1569926.577,1296959.969,1182325.386,1405660.394
Tx - person-years lived above age x,55-59 years,1741991.613,1592863.175,1884208.661,1633338.69,1482847.801,1775223.629,1413271.785,1294527.336,1518576.271,1165853.167,1058652.994,1260344.418,1015127.173,904147.4949,1120517.766
Tx - person-years lived above age x,60-64 years,1355884.137,1220576.123,1484010.159,1265393.195,1129512.854,1392463.173,1085856.399,974567.3638,1183985.534,885427.8875,783103.8223,975665.6995,761887.1519,658132.7391,860711.2427
Tx - person-years lived above age x,65-69 years,1000204.22,882595.8676,1110470.654,928298.3796,810964.8208,1036789.306,789478.9393,690061.0098,876444.7852,635998.2011,543330.8303,717760.9935,539526.0338,447627.7879,627557.2833
Tx - person-years lived above age x,70-74 years,685182.9371,589411.5555,773759.1939,631543.0161,536743.918,717906.5434,531585.6194,448906.4622,603198.5006,422622.0613,344977.2269,491205.6406,352248.5158,277249.7857,424793.3873
Tx - person-years lived above age x,75-79 years,423108.94,352152.4229,487596.0894,386704.703,317022.732,449021.6637,321631.6057,259431.4051,374854.6321,252052.5757,193676.0446,303727.805,205499.5871,150954.7152,259058.2187
Tx - person-years lived above age x,80-84 years,225427.7581,179442.3385,266352.6057,204080.3889,159176.8119,243324.782,167583.9497,126818.2568,201962.1244,129441.9822,91598.78908,163083.4558,102753.1266,68864.8739,136771.0714
Tx - person-years lived above age x,85+ years,96834.88768,72051.76608,118359.7528,86794.19467,62716.22167,107272.678,70385.58174,48378.91065,88672.78857,53635.50475,33713.05427,71519.76007,41212.94799,24318.95706,58744.02105
ex - expectation of life at age x,<1 year,67.34418318,65.37193753,69.25911489,65.35620132,63.3749943,67.26327686,61.3883927,60.0152803,62.63189859,56.57163516,55.50564682,57.51321381,52.47420292,51.28127195,53.61302054
ex - expectation of life at age x,1-4 years,68.86591747,67.04003084,70.6143042,67.20646702,65.3689935,68.94708503,63.47160029,62.2581105,64.53309642,59.0738623,58.17917619,59.82232616,56.1902825,55.16548632,57.13856412
ex - expectation of life at age x,5-9 years,65.88737582,64.07827064,67.61430542,64.40020816,62.57664995,66.1212763,61.13707631,59.93716857,62.17804146,57.32795753,56.45259724,58.04866489,55.37678959,54.37627301,56.29148437
ex - expectation of life at age x,10-14 years,61.39592425,59.59438114,63.11282191,59.94970526,58.13167674,61.66252636,56.69394353,55.49803634,57.72850135,52.9407349,52.07026065,53.6541528,51.12414496,50.12891461,52.03126052
ex - expectation of life at age x,15-19  years,56.60013949,54.81388223,58.29964908,55.15935681,53.35541983,56.85601485,51.90396668,50.72495666,52.91980934,48.16866099,47.32209865,48.85618377,46.39815074,45.43784661,47.26777622
